max_cells,seed,tick,n_intervals,n_divisions,cell_S
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39200,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39400,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39600,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,39800,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,5,40000,0,0,0.0
20,6,32000,2,3,1.0
20,6,32000,2,3,1.0
20,6,32000,1,2,1.0
20,6,32000,1,2,1.0
20,6,32000,1,2,1.0
20,6,32000,1,2,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32000,0,0,1.0
20,6,32200,2,3,1.0
20,6,32200,2,3,1.0
20,6,32200,1,2,1.0
20,6,32200,1,2,1.0
20,6,32200,1,2,1.0
20,6,32200,1,2,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32200,0,0,1.0
20,6,32400,2,3,1.0
20,6,32400,2,3,1.0
20,6,32400,1,2,1.0
20,6,32400,1,2,1.0
20,6,32400,1,2,1.0
20,6,32400,1,2,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32400,0,0,1.0
20,6,32600,2,3,1.0
20,6,32600,2,3,1.0
20,6,32600,1,2,1.0
20,6,32600,1,2,1.0
20,6,32600,1,2,1.0
20,6,32600,1,2,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32600,0,0,1.0
20,6,32800,2,3,1.0
20,6,32800,2,3,1.0
20,6,32800,1,2,1.0
20,6,32800,1,2,1.0
20,6,32800,1,2,1.0
20,6,32800,1,2,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,32800,0,0,1.0
20,6,33000,2,3,1.0
